Season,Episode,Name
Season 2,Episode 4,daisy
Season 2,Episode 4,ros
Season 2,Episode 4,joffrey lannister
Season 2,Episode 4,ros
Season 2,Episode 4,joffrey lannister
Season 2,Episode 4,joffrey lannister
Season 2,Episode 4,joffrey lannister
Season 2,Episode 4,daisy
Season 2,Episode 4,ros
Season 2,Episode 4,joffrey lannister
Season 2,Episode 4,joffrey lannister
Season 2,Episode 4,joffrey lannister
Season 2,Episode 4,ros
Season 2,Episode 4,daisy
Season 2,Episode 4,ros
Season 2,Episode 4,joffrey lannister
Season 2,Episode 4,joffrey lannister
Season 2,Episode 4,joffrey lannister
Season 2,Episode 4,renly
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,renly
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,renly
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,renly
Season 2,Episode 4,renly
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,renly
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,margaery tyrell
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,margaery tyrell
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,margaery tyrell
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,margaery tyrell
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,margaery tyrell
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,margaery tyrell
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,margaery tyrell
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,kovarro
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,kovarro
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,kovarro
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,jorah mormont
Season 2,Episode 4,man
Season 2,Episode 4,man
Season 2,Episode 4,man
Season 2,Episode 4,hot pie
Season 2,Episode 4,arya stark
Season 2,Episode 4,hot pie
Season 2,Episode 4,gendry baratheon
Season 2,Episode 4,hot pie
Season 2,Episode 4,arya stark
Season 2,Episode 4,soldier
Season 2,Episode 4,man
Season 2,Episode 4,woman
Season 2,Episode 4,gendry baratheon
Season 2,Episode 4,arya stark
Season 2,Episode 4,arya stark
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,petyr baelish
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,man
Season 2,Episode 4,hot pie
Season 2,Episode 4,arya stark
Season 2,Episode 4,hot pie
Season 2,Episode 4,mountain
Season 2,Episode 4,soldier
Season 2,Episode 4,tickler
Season 2,Episode 4,prisoner
Season 2,Episode 4,tickler
Season 2,Episode 4,prisoner
Season 2,Episode 4,tickler
Season 2,Episode 4,prisoner
Season 2,Episode 4,tickler
Season 2,Episode 4,tickler
Season 2,Episode 4,prisoner
Season 2,Episode 4,prisoner
Season 2,Episode 4,prisoner
Season 2,Episode 4,tickler
Season 2,Episode 4,prisoner
Season 2,Episode 4,tickler
Season 2,Episode 4,prisoner
Season 2,Episode 4,prisoner
Season 2,Episode 4,arya stark
Season 2,Episode 4,woman
Season 2,Episode 4,arya stark
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,renly
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,renly
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,renly
Season 2,Episode 4,melisandre
Season 2,Episode 4,renly
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,renly
Season 2,Episode 4,melisandre
Season 2,Episode 4,renly
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,catelyn stark
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,renly
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,renly
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,renly
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,melisandre
Season 2,Episode 4,renly
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,jorah mormont
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,spice king
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,spice king
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,spice king
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,spice
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,spice king
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,spice king
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,spice king
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,spice king
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,spice king
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,spice king
Season 2,Episode 4,jorah mormont
Season 2,Episode 4,daenerys targaryen
Season 2,Episode 4,spice king
Season 2,Episode 4,xaro
Season 2,Episode 4,spice king
Season 2,Episode 4,xaro
Season 2,Episode 4,spice king
Season 2,Episode 4,xaro
Season 2,Episode 4,spice king
Season 2,Episode 4,xaro
Season 2,Episode 4,xaro
Season 2,Episode 4,spice king
Season 2,Episode 4,xaro
Season 2,Episode 4,tickler
Season 2,Episode 4,gendry baratheon
Season 2,Episode 4,gendry baratheon
Season 2,Episode 4,man
Season 2,Episode 4,tywin lannister
Season 2,Episode 4,mountain
Season 2,Episode 4,tywin lannister
Season 2,Episode 4,mountain
Season 2,Episode 4,polliver
Season 2,Episode 4,tywin lannister
Season 2,Episode 4,tywin lannister
Season 2,Episode 4,gendry baratheon
Season 2,Episode 4,polliver
Season 2,Episode 4,tywin lannister
Season 2,Episode 4,arya stark
Season 2,Episode 4,tywin lannister
Season 2,Episode 4,mountain
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,lancel
Season 2,Episode 4,tyrion lannister
Season 2,Episode 4,davos
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,davos
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,davos
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,davos
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,davos
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,davos
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,davos
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,davos
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,davos
Season 2,Episode 4,stannis baratheon
Season 2,Episode 4,melisandre
Season 2,Episode 4,davos
Season 2,Episode 4,melisandre
Season 2,Episode 4,davos
Season 2,Episode 4,melisandre
Season 2,Episode 4,davos
Season 2,Episode 4,melisandre
Season 2,Episode 4,davos
Season 2,Episode 4,melisandre
Season 2,Episode 4,davos
Season 2,Episode 4,melisandre
Season 2,Episode 4,davos
Season 2,Episode 4,melisandre
Season 2,Episode 4,melisandre
Season 2,Episode 4,davos
Season 2,Episode 4,melisandre
Season 2,Episode 4,davos
Season 2,Episode 4,melisandre
Season 2,Episode 4,davos
Season 2,Episode 4,melisandre
Season 2,Episode 5,renly
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,renly
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,renly
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,renly
Season 2,Episode 5,renly
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,renly
Season 2,Episode 5,renly
Season 2,Episode 5,brienne
Season 2,Episode 5,soldier
Season 2,Episode 5,soldier
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,man
Season 2,Episode 5,man
Season 2,Episode 5,brienne
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,man
Season 2,Episode 5,brienne
Season 2,Episode 5,margaery tyrell
Season 2,Episode 5,petyr baelish
Season 2,Episode 5,loras
Season 2,Episode 5,petyr baelish
Season 2,Episode 5,loras
Season 2,Episode 5,petyr baelish
Season 2,Episode 5,margaery tyrell
Season 2,Episode 5,loras
Season 2,Episode 5,margaery tyrell
Season 2,Episode 5,loras
Season 2,Episode 5,petyr baelish
Season 2,Episode 5,loras
Season 2,Episode 5,margaery tyrell
Season 2,Episode 5,loras
Season 2,Episode 5,petyr baelish
Season 2,Episode 5,loras
Season 2,Episode 5,petyr baelish
Season 2,Episode 5,margaery tyrell
Season 2,Episode 5,margaery tyrell
Season 2,Episode 5,petyr baelish
Season 2,Episode 5,margaery tyrell
Season 2,Episode 5,petyr baelish
Season 2,Episode 5,margaery tyrell
Season 2,Episode 5,cersei lannister
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,cersei lannister
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,cersei lannister
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,cersei lannister
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,cersei lannister
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,cersei lannister
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,cersei lannister
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,cersei lannister
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,cersei lannister
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,cersei lannister
Season 2,Episode 5,lancel
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,lancel
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,lancel
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,lancel
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,lancel
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,lancel
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,lancel
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,lancel
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,lancel
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,lancel
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,lancel
Season 2,Episode 5,bronn
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,man
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,davos
Season 2,Episode 5,stannis baratheon
Season 2,Episode 5,girl
Season 2,Episode 5,man
Season 2,Episode 5,man
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,bronn
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,bronn
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,protester
Season 2,Episode 5,crowd
Season 2,Episode 5,protester
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,bronn
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,man
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,bronn
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,bronn
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,bronn
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,man
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,black lorren
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,black lorren
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,black lorren
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,yara greyjoy
Season 2,Episode 5,yara greyjoy
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,yara greyjoy
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,yara greyjoy
Season 2,Episode 5,dagmer
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,dagmer
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,dagmer
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,dagmer
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,dagmer
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,dagmer
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,theon greyjoy
Season 2,Episode 5,reginald
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,amory
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,reginald
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,reginald
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,arya stark
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,arya stark
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,arya stark
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,arya stark
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,arya stark
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,arya stark
Season 2,Episode 5,tywin lannister
Season 2,Episode 5,jaqen hghar
Season 2,Episode 5,jaqen hghar
Season 2,Episode 5,arya stark
Season 2,Episode 5,jaqen hghar
Season 2,Episode 5,arya stark
Season 2,Episode 5,jaqen hghar
Season 2,Episode 5,arya stark
Season 2,Episode 5,jaqen hghar
Season 2,Episode 5,jaqen hghar
Season 2,Episode 5,arya stark
Season 2,Episode 5,jaqen hghar
Season 2,Episode 5,arya stark
Season 2,Episode 5,jaqen hghar
Season 2,Episode 5,arya stark
Season 2,Episode 5,jaqen hghar
Season 2,Episode 5,arya stark
Season 2,Episode 5,jaqen hghar
Season 2,Episode 5,jeor
Season 2,Episode 5,jon snow
Season 2,Episode 5,jeor
Season 2,Episode 5,jon snow
Season 2,Episode 5,jeor
Season 2,Episode 5,jon snow
Season 2,Episode 5,jeor
Season 2,Episode 5,jon snow
Season 2,Episode 5,jeor
Season 2,Episode 5,sam
Season 2,Episode 5,dolorous edd
Season 2,Episode 5,man
Season 2,Episode 5,sam
Season 2,Episode 5,dolorous edd
Season 2,Episode 5,sam
Season 2,Episode 5,dolorous edd
Season 2,Episode 5,jon snow
Season 2,Episode 5,grenn
Season 2,Episode 5,jon snow
Season 2,Episode 5,dolorous edd
Season 2,Episode 5,sam
Season 2,Episode 5,grenn
Season 2,Episode 5,sam
Season 2,Episode 5,dolorous edd
Season 2,Episode 5,jon snow
Season 2,Episode 5,dolorous
Season 2,Episode 5,haylene
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,haylene
Season 2,Episode 5,haylene
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,bronn
Season 2,Episode 5,haylene
Season 2,Episode 5,bronn
Season 2,Episode 5,haylene
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,bronn
Season 2,Episode 5,haylene
Season 2,Episode 5,bronn
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,haylene
Season 2,Episode 5,bronn
Season 2,Episode 5,haylene
Season 2,Episode 5,bronn
Season 2,Episode 5,tyrion lannister
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,doreah
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,irri
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,doreah
Season 2,Episode 5,irri
Season 2,Episode 5,doreah
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,irri
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,doreah
Season 2,Episode 5,irri
Season 2,Episode 5,irri
Season 2,Episode 5,woman
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,woman
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,jorah mormont
Season 2,Episode 5,kovarro
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,kovarro
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,kovarro
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,jorah mormont
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,pyatt pree
Season 2,Episode 5,pyatt pree
Season 2,Episode 5,pyatt pree
Season 2,Episode 5,xaro
Season 2,Episode 5,daenerys targaryen
Season 2,Episode 5,xaro
Season 2,Episode 5,quaithe
Season 2,Episode 5,jorah mormont
Season 2,Episode 5,quaithe
Season 2,Episode 5,jorah mormont
Season 2,Episode 5,quaithe
Season 2,Episode 5,brienne
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,brienne
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,brienne
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,brienne
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,brienne
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,brienne
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,brienne
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,brienne
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,brienne
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,brienne
Season 2,Episode 5,catelyn stark
Season 2,Episode 5,winterfell shepherd
Season 2,Episode 5,bran stark
Season 2,Episode 5,winterfell shepherd
Season 2,Episode 5,bran stark
Season 2,Episode 5,luwin
Season 2,Episode 5,bran stark
Season 2,Episode 5,hodor
Season 2,Episode 5,rodrik
Season 2,Episode 5,luwin
Season 2,Episode 5,rodrik
Season 2,Episode 5,bran stark
Season 2,Episode 5,rodrik
Season 2,Episode 5,luwin
